domain_id	specificity
Q8CZT9.A1	cysteine
Q8FK18.A1	2,3-dihydroxybenzoic acid
Q8FK25.A1	serine
Q8FXQ0.A1	2,3-dihydroxybenzoic acid
Q8GA86.A1	2,3-dihydroxybenzoic acid
Q8GAQ5.A1	(4S)-5,5,5-trichloroleucine
Q8K744.1.A1	alanine
Q8P0J9.1.A1	alanine
Q8P449.A1	glycine
Q8PFQ6.A1	glycine
Q8VM38.A1	beta-lysine
Q8VM67.2.A1	alanine
Q8XBV3.1.A1	2,3-dihydroxybenzoic acid
Q8XBV9.1.A1	serine
Q8Y8D4.1.A1	alanine
Q8Z8L5.A1	serine
Q8ZR32.A1	2,3-dihydroxybenzoic acid
Q8ZR37.A1	serine
Q92D47.1.A1	alanine
Q93LR1.A1	arginine
Q99ZA6.1.A1	alanine
Q9CG49.1.A1	alanine
Q9EZ79.A1	2,3-dihydroxybenzoic acid
Q9HWG4.A1|Q9RFM7.A1	cysteine
Q9K5M2.A1	glutamine
Q9K5M2.A2	threonine
Q9KWY7.A1	proline
Q9KWY8.A1	alanine
Q9L6D0.A2	glutamic acid
Q9L8H4.A3	valine
Q9RFM8.A1	cysteine
Q9X2N4.1.A1	alanine
QBA57735.1.A1	threonine
QBA57735.1.A2	tyrosine
QBA57736.1.A1	leucine
QBA57736.1.A2	phenylalanine
QBA57737.1.A2	serine
QBA57740.1.A1	allo-threonine
QBA57741.1.A1	asparagine
QBC75021.1.A1	3R-methylbeta-alanine
QBC75021.1.A2	glycine
QBC75021.1.A3	glutamic acid
QBC75021.1.A4	tyrosine
QBC75021.1.A5	threonine
QBC75021.1.A6	allo-isoleucine
QBC75022.1.A1	aspartic acid
QBC75022.1.A2	aspartic acid
QBC75022.1.A3	proline
QBC75022.1.A4	glycine
QBC75022.1.A5	glutamic acid
QBC75023.1.A1	glutamic acid
QBC75023.1.A2	glycine
QBE85649.1.A1	4R-hydroxyproline
QBG38782.1.A1	glycine
QBG38782.1.A2	leucine
QBG38782.1.A3	tyrosine
QBG38783.1.A1	beta-hydroxyphenylalanine
QBG38783.1.A2	proline
QBG38783.1.A3	valine
QBG38784.1.A1	threonine
QBG38784.1.A2	serine
QBG38784.1.A3	tryptophan
QBG38784.1.A4	asparagine
QBK15049.1.A1	malic acid
QBQ83704.1.A1	tyrosine
QCC62990.1.A1	beta-hydroxy-gamma-methyl-hexadecanoic acid
QCC62999.1.A1	alanine
QCC62999.1.A2	glutamic acid
QCC62999.1.A3	asparagine
QCC62999.1.A4	serine
QCC62999.1.A5	serine
QCC62999.1.A6	serine
QCC62999.1.A7	threonine
QCC62999.1.A8	glycine
QCE20598.1.A1|QKW60383.1.A1	glycine
QCE20608.1.A1|QKW60392.1.A1	glycine
QCE20609.1.A1|QKW60393.1.A1	alanine
QCE20614.1.A1|QKW60398.1.A1	benzoxazolinate
QCP68969.1.A1	O-methyltyrosine
QCP68971.1.A1	valine
QCP68975.1.A1	glycine
QCP68976.1.A1	alanine
QCQ67875.1.A1	D-glutamic acid branched
QCQ67877.1.A1	cinnamic acid
QCQ67879.1.A1	serine
QCQ67879.1.A2	alanine
QCQ67880.1.A1	leucine
QCQ67880.1.A2	3S-methyl-D-aspartic acid branched
QCQ67881.1.A1	arginine
QCS37521.1.A1	O-methyltyrosine
QCT05750.1.A1	An acid hydrazine polyene (intermediate 14)
QCT05762.1.A1	succinyl-hydrazinoacetic acid
QCX41944.1.A1	2-ketoglutaric acid
QCX41962.1.A1	succinic semialdehyde
QCY50741.1.A1|ctg1_42.A1	leucine
QDA77045.1.A1	asparagine
QDA77045.1.A2	tyrosine
QDA77045.1.A3	glycine
QDA77045.1.A4	beta-alanine
QDA77045.1.A5	tyrosine
QDA77059.1.A1	serine
QDA77059.1.A2	threonine
QDA77059.1.A3	tyrosine
QDA77059.1.A4	glycine
QDA77059.1.A5	beta-alanine|3R-methylbeta-alanine
QDA77059.1.A6	tyrosine
QDF82254.1.A1	leucine
QDF82254.1.A2	aspartic acid
QDF82255.1.A1	threonine
QDF82255.1.A2	leucine
QDF82255.1.A3	leucine
QDF82255.1.A4	serine
QDF82259.1.A1	leucine
QDF82259.1.A2	serine
QDF82259.1.A3	leucine
QDF82259.1.A4	isoleucine
QDF82259.1.A5	aspartic acid
QDG75033.1.A1	arginine
QDG75035.1.A1	glycine
QDJ74273.1.A1	threonine
QDJ74273.1.A2	asparagine
QDJ74273.1.A3	isoleucine
QDJ74273.1.A4	phenylalanine
QDJ74274.1.A1	valine
QDJ74275.1.A1	glycine
QDJ74275.1.A2	glycine
QDJ74275.1.A3	valine
QDJ74275.1.A4	leucine
QDX19369.1.A1	glutamine
QED55421.1.A1	glycine
QED55421.1.A2	alanine
QED55421.1.A3	glycine
QED55422.1.A1	aspartic acid
QED55422.1.A2	glycine
QED55422.1.A3	proline
QED55422.1.A4	glycine
QED55423.1.A1	glycine
QED55423.1.A2	aspartic acid
QED55423.1.A3	tyrosine
QED55423.1.A4	threonine
QED55423.1.A5	leucine
QED88054.1.A1	phenylalanine
QED88054.1.A2	serine
QED88054.1.A3	proline
QED88054.1.A4	alanine
QED88055.1.A1	alanine
QED88055.1.A2	proline|4R-methylproline
QEO74981.1.A1	aspartic acid branched
QEO74981.1.A2	beta-hydroxytyrosine
QEO74981.1.A3	serine
QEO74981.1.A4	glutamic acid
QEO74982.1.A1	threonine
QEO74982.1.A2	serine
QEO74982.1.A4	3-methylasparagine
QEO74982.1.A5	6-chlorotryptophan
QEO74982.1.A6	valine
QEO74983.1.A1	phenylalanine
QEO74983.1.A2	3-hydroxy-4-methylproline
QEO75073.1.A1	aspartic acid branched
QEO75073.1.A2	beta-hydroxytyrosine
QEO75073.1.A3	serine
QEO75074.1.A1	glutamic acid
QEO75075.1.A1	threonine
QEO75075.1.A2	serine
QEO75075.1.A4	3-methylasparagine
QEO75075.1.A5	6-chlorotryptophan
QEO75076.1.A1	valine
QEO75077.1.A1	phenylalanine
QEO75077.1.A2	3-hydroxy-4-methylproline
QGA70148.1.A1	valine
QGA70148.1.A10	valine
QGA70148.1.A11	phenylalanine
QGA70148.1.A12	valine
QGA70148.1.A2	valine
QGA70148.1.A3	threonine
QGA70148.1.A4	threonine
QGA70148.1.A5	valine
QGA70148.1.A6	leucine
QGA70148.1.A7	valine
QGA70148.1.A8	valine
QGA70148.1.A9	4-methoxytryptophan
QGR04863.1.A1	phenylalanine
QHD43130.1.A1	tryptophan
QIE07359.1.A1	lysine
QIE07362.1.A1	glycine
QIE07364.1.A1	glycine
QIH29228.1.A3	valine
QIQ51365.1.A1	anthranilic acid
QIQ51365.1.A2	kynurenine
QIW91877.1.A1	ornithine
QIW91877.1.A2	threonine
QIW91877.1.A3	4R-hydroxyproline
QIW91877.1.A4	3R-hydroxyhomotyrosine
QIW91877.1.A5	3R-hydroxyglutamine
QIW91877.1.A6	3S-hydroxy-4S-methylproline
QJA42405.1.A1|AlaC.A1	2,3-diaminopropionic acid
QJD55556.1.A1	benzoic acid
QJX57338.1.A1	phenylalanine
QJY30853.1.A1	tryptophan
QKF54435.2.A1	tyrosine
QKF54435.2.A2	tyrosine
QKF54436.1.A1	leucine
QKF54436.1.A2	aspartic acid
QKF54436.1.A3	serine
QKF54438.1.A1	5-methoxytyrosine
QKF54438.1.A2	leucine
QKF54438.1.A3	glycine
QKF54440.2.A1|UEF20583.1.A1	tyrosine
QKG86306.1.A1	proline
QKG86306.1.A2	tryptophan
QKM21619.1.A1	valine
QKM21619.1.A2	alanine
QKM21619.1.A3	glutamine
QKM21620.1.A1	alanine
QKM21620.1.A2	valine
QKM21620.1.A3	alanine
QKM21620.1.A4	proline
QKM21620.1.A5	threonine
QMS79067.1.A1	anthranilic acid
QMS79067.1.A2	kynurenine
QMW30133.1.A1	5,5-dimethylpipecolic acid
QMW33900.1.A1|sp_B8NTZ9.1_LNAA_ASPFN.A1	tyrosine
QNH67550.1.A1	threonine
QNH67550.1.A2	phenylalanine
QNH67550.1.A3	leucine
QNH67550.1.A4	tyrosine
QNH67550.1.A5	lysine
QNH67551.1.A1	leucine
QNH67551.1.A2	serine
QNH67551.1.A3	tyrosine
QNH67551.1.A4	threonine
QNH67552.1.A1	3S-hydroxyleucine
QNH68024.1.A1	phenylalanine
QNH85840.1.A1	serine
QNH85840.1.A2	isoleucine|valine
QNH85840.1.A3	homoserine
QNH85840.1.A4	serine
QNH85847.1.A1	aspartic acid branched
QNL34616.1.A1	leucine
QNL34616.1.A2	aspartic acid
QNL34617.1.A1	threonine
QNL34617.1.A2	leucine
QNL34617.1.A3	leucine
QNL34617.1.A4	serine
QNL34618.1.A1	leucine
QNL34618.1.A2	glutamine
QNL34618.1.A3	leucine
QNL34618.1.A4	isoleucine|leucine|valine
QNL34618.1.A5	glutamic acid
QNN94286.1.A1	phenylalanine|leucine|valine
QNN94286.1.A10	4R-hydroxyproline
QNN94286.1.A11	glutamine
QNN94286.1.A12	D-isovaline
QNN94286.1.A13	4R-hydroxyproline
QNN94286.1.A14	2-aminoisobutyric acid
QNN94286.1.A15	phenylalanine
QNN94286.1.A2	2-aminoisobutyric acid
QNN94286.1.A3	2-aminoisobutyric acid
QNN94286.1.A4	2-aminoisobutyric acid
QNN94286.1.A5	2-aminoisobutyric acid|D-isovaline
QNN94286.1.A6	glycine
QNN94286.1.A7	leucine
QNN94286.1.A8	D-isovaline
QNN94286.1.A9	2-aminoisobutyric acid
QOE83923.1.A1	arginine
QOE83924.1.A1	phenylalanine
QOE83925.1.A1	valine
QOG08944.1.A1	leucine
QOJ72663.1.A1	tyrosine
QOW41314.1.A1	valine
QOW41314.1.A2	leucine
QOW41314.1.A3	phenylalanine|tyrosine|tryptophan
QOW41314.1.A4	leucine
QOW41314.1.A5	leucine
QOW41315.1.A1	leucine|isoleucine|valine
QOW41315.1.A2	tyrosine|phenylalanine|tryptophan
QOW41315.1.A3	arginine
QOW41315.1.A4	valine
QOW41315.1.A5	leucine
QPC57090.1.A1	tyrosine
QPG95273.1.A1	alanine
QPG95273.1.A2	valine
QPG95273.1.A3	proline
QPI18723.1.A1|QPI18729.1.A1	leucine
QPI18726.1.A1	leucine
QPI18727.1.A1	phenyllactic acid
QPI18727.1.A2	serine
QPI18728.1.A1	alanine
QPI18728.1.A2	alanine
QPI18729.1.A2	threonine
QPP19367.1.A1	phenylalanine
QQO98485.1.A1	tyrosine
QRD90553.1.A1	tryptophan
QRD90553.1.A2	phenylalanine
QRG35013.1.A1	alanine
QRG35013.1.A2	serine
QRG35014.1.A1	leucine
QRG35014.1.A2	valine
QRG35014.1.A3	2,3-diaminopropionic acid
QRG35014.1.A4	3S-methylaspartic acid
QRK05499.1.A1	nicotinic acid|benzoic acid
QRK05501.1.A1	lysine
QRN75754.1.A2	2,3-diaminopropionic acid
QRN75755.1.A1	valine
QRN75755.1.A2	leucine
QTW21130.1.A1	beta-alanine
QTW21130.1.A2	2S-hydroxyisocaproic acid
QTW21130.1.A3	proline
QTW21130.1.A4	phenylalanine
QTW21130.1.A5	valine
QTW21130.1.A6	leucine|phenylalanine
QTW21132.1.A1	glycine
QTW21132.1.A2	valine
QTW21132.1.A3	leucine
QTW21132.1.A4	alanine
QTW21132.1.A5	valine|alanine
QTX15956.1.A1	ochratoxin beta
QTX15956.1.A2	phenylalanine
QUS58936.1.A1	valine|leucine|isoleucine
QUS58936.1.A2	proline
QUS58937.1.A1	glutamine
QUS58938.1.A1	arginine
QUS58938.1.A2	proline
QUS58938.1.A3	cysteine
QUS58939.1.A1	tyrosine
QUS58939.1.A2	threonine
QUS58939.1.A3	alanine
QVK45120.1.A1	tryptophan
QVK45120.1.A2	alanine
QVQ62855.1.A1	N-hydroxyvaline
QVQ62855.1.A2	4S-methylazetidine-2S-carboxylic acid
QVQ62856.1.A1	valine
QVQ62857.1.A1	tyrosine
QVQ62868.1.A1	threonine
QVQ62868.1.A2	leucine
QVQ62868.1.A3	4S-acetyl-5S-methylproline
QVQ62868.1.A4	leucine
QWM97319.1.A1	threonine
QWM97319.1.A2	arginine
QWM97319.1.A3	serine
QWM97319.1.A4	glycine
QWM97319.1.A5	phenylalanine
QWM97319.1.A6	leucine
QWM97319.1.A7	arginine
QWM97320.1.A1	glutamic acid
QWM97320.1.A2	glutamine
QWM97320.1.A3	tryptophan
QWM97320.1.A4	isoleucine
QWM97320.1.A5	threonine
QWP75304.1.A1	leucine
QWP75304.1.A2	isoleucine
QWP75305.1.A1	alanine
QWP75305.1.A2	leucine
QWP75305.1.A3	arginine
QWP75305.1.A4	asparagine
QWP75305.1.A5	asparagine
QWP75305.1.A6	tyrosine
QXF14600.1.A1	tyrosine
QXJ21807.1.A1	2S-methyl-3-oxobutyrine
QXJ21807.1.A2	glycine
QXJ21808.1.A1	alanine
QXJ21808.1.A2	cysteine
QXJ21808.1.A3	tryptophan
QXJ21809.1.A1	2-aminobutyric acid
QXJ21809.1.A2	glycine
QXJ26485.1.A1	threonine
QYC40287.1.A1	4-hydroxyphenylglycine
QYC40287.1.A2	tyrosine
QYC40288.1.A1	3,5-dihydroxyphenylglycine
QYC40289.1.A1	4-hydroxyphenylglycine
QYC40289.1.A2	4-hydroxyphenylglycine
QYC40289.1.A3	tyrosine
QYC40290.1.A1	3,5-dihydroxyphenylglycine
QYS95804.1.A10	isoleucine
QYS95804.1.A11	leucine
QYS95804.1.A12	2-aminoisobutyric acid
QYS95804.1.A13	proline
QYS95804.1.A14	leucine
QYS95804.1.A2	glutamine
QYS95804.1.A3	isoleucine
QYS95804.1.A5	proline
QYS95804.1.A7	leucine
QYS95804.1.A8	2-aminoisobutyric acid
QYS95804.1.A9	proline
RAT94090.1.A1	serine
RAT94090.1.A2	cysteine
RAT94090.1.A3	cysteine
RAT94090.1.A4	cysteine
RAT94090.1.A5	cysteine
RAT94091.1.A1	isoleucine
RLV71192.1.A1	pyruvic acid
RLV71192.1.A2	valine
RLV71193.1.A1	2R-hydroxyisovaleric acid
RLV71193.1.A2	valine
RSO11553.1.A1	4-hydroxyphenylglycine
RSO11554.1.A1	4-hydroxyphenylglycine
RSO11554.1.A2	4-hydroxyphenylglycine
RSO11554.1.A3	tyrosine
RSO11555.1.A1	4-hydroxyphenylglycine
RSO11556.1.A1	4-hydroxyphenylglycine
RSO11556.1.A2	tryptophan
SOV25619.1.A1|WP_013184464.1.A1	lysine
SOV25619.1.A2	3R-hydroxy-2,4-diaminobutyric acid
SOV25620.1.A1	glycine
SOV25620.1.A2	ornithine
SOV25620.1.A3	proline
SOV25621.1.A1	histidine
SOV25622.1.A1	lysine
SOV25622.1.A2|WP_013184461.1.A2	arginine|beta-hydroxyarginine|dehydroarginine
SOV25622.1.A3|WP_013184461.1.A3	N6-hydroxylysine|lysine
SapA.A1	D-leucine
THA23574.1.A1	beta-alanine
THA23574.1.A2	leucine
THA23575.1.A1	serine
THA23576.1.A1	cysteine branched
THA23581.1.A1	anthranilic acid
THA23581.1.A2	serine
TRX17523.1.A1	graminine
TRX17524.1.A1	3R-hydroxyaspartic acid
TRX17524.1.A2	threonine
TRX17524.1.A3	threonine
TRX17524.1.A4	graminine
TRX17524.1.A5	glycine
ThnA.A1	malic acid
UEF20578.1.A1	leucine
UEF20578.1.A2	aspartic acid
UEF20578.1.A3	serine
UEF20580.1.A1	5-methoxytyrosine
UEF20580.1.A2	leucine
UEF20580.1.A3	glycine
UEF20591.1.A1	tyrosine
UEF20592.1.A1	tyrosine
UHJ79948.1.A1	4-amino-2-hydroxy-3-isopropoxybenzoic acid
UHJ79948.1.A2	para-aminobenzoic acid
UHJ79951.1.A1	para-aminobenzoic acid
UHJ79951.1.A2	cysteine
UHJ79951.1.A3	cysteine
UHJ79951.1.A4	asparagine
UHJ79951.1.A5	para-aminobenzoic acid
UHJ79953.1.A1	alanine
UHJ79953.1.A2	serine
UHJ79953.1.A3	alanine
UHY14093.1.A1	anthranilic acid
UHY14093.1.A2	phenylalanine
ULE36150.1.A1	tryptophan
UOH28374.1.A1	leucine
UWX37274.1.A1	tyrosine
WCD39066.1.A1	glutamic acid
WCD39066.1.A2	alanine
WCQ76523.1.A1	tyrosine
WP_003981346.1.A1	tyrosine
WP_003981346.1.A2	tyrosine
WP_003981346.1.A3	3-hydroxyleucine
WP_004571777.1.A1	isoleucine
WP_004571777.1.A2	proline
WP_004571779.1.A1	glycine
WP_004721331.1.A1	cysteine
WP_004942671.1.A1	threonine
WP_004942674.1.A1	alanine
WP_004947046.1.A1	cysteine
WP_004947051.1.A1	beta-alanine
WP_004947051.1.A2	cysteine
WP_006051170.1.A1	aspartic acid
WP_006051170.1.A2	threonine
WP_006051170.1.A3	threonine
WP_006051170.1.A4	graminine
WP_006051170.1.A5	glycine
WP_008704344.1.A1	leucine|tryptophan|valine|phenylalanine|isoleucine|tyrosine
WP_008704344.1.A2	leucine|tryptophan|valine|phenylalanine|isoleucine|tyrosine
WP_008704344.1.A3	leucine|tryptophan|valine|phenylalanine|isoleucine|tyrosine
WP_010350604.1.A1	4-nitrotryptophan
WP_010350605.1.A1	phenylalanine
WP_010369400.1.A1	coumaric acid
WP_010369428.1.A2	asparagine
WP_010369430.1.A1	asparagine
WP_010639240.1.A1	threonine
WP_010639243.1.A1	anthranilic acid
WP_010973235.1.A1	beta-alanine
WP_010973240.1.A1	3-hydroxytyrosine
WP_010973247.1.A1	alanine
WP_010973247.1.A2	cysteine
WP_010973248.1.A1	glycine
WP_010973248.1.A2	alanine
WP_011145262.1.A1	valine
WP_011145263.1.A1	valine
WP_011145264.1.A1	valine
WP_011146562.1.A1	cysteine
WP_011146563.1.A1	cysteine
WP_011146892.1.A1	leucine
WP_011146892.1.A10	leucine
WP_011146892.1.A11	valine
WP_011146892.1.A12	threonine
WP_011146892.1.A13	leucine
WP_011146892.1.A14	valine
WP_011146892.1.A15	valine
WP_011146892.1.A2	alanine
WP_011146892.1.A3	leucine
WP_011146892.1.A4	valine
WP_011146892.1.A5	tyrosine
WP_011146892.1.A6	leucine
WP_011146892.1.A7	valine
WP_011146892.1.A8	threonine
WP_011146892.1.A9	valine
WP_012118250.1.A1	cysteine
WP_012118250.1.A2|WP_012118250.1.A3	cysteine
WP_012408783.1.A1	isoleucine
WP_012408783.1.A2	serine
WP_012408783.1.A3	4S-methylproline
WP_012408783.1.A4	leucine
WP_012408785.1.A1	leucine
WP_012408785.1.A2	glycine
WP_012408785.1.A3	asparagine
WP_012408786.1.A1	tyrosine
WP_012408786.1.A2	proline
WP_013184461.1.A1	N6-hydroxylysine|lysine
WP_013184462.1.A1	histidine
WP_013184463.1.A1	glycine
WP_013184463.1.A2	ornithine
WP_013184463.1.A3	proline
WP_013184464.1.A2	2,4-diaminobutyric acid|3R-hydroxy-2,4-diaminobutyric acid
WP_013184596.1.A1	threonine
WP_013184596.1.A2	phenylalanine
WP_013184596.1.A3	phenylalanine
WP_013184596.1.A4	beta-alanine
WP_013310342.1.A1	serine
WP_013310343.1.A1	2,4-diaminobutyric acid
WP_013428324.1.A1	leucine
WP_013428324.1.A2	threonine
WP_013428324.1.A3	tyrosine
WP_013428324.1.A4	alanine
WP_013428324.1.A5	alanine
WP_013428324.1.A6	alanine
WP_013428324.1.A7	valine
WP_013428774.1.A1	valine
WP_013428774.1.A2	phenylalanine
WP_013428774.1.A3	glutamic acid
WP_013428774.1.A4	isoleucine
WP_013428774.1.A5	alanine
WP_013428774.1.A6	isoleucine
WP_014143997.1.A1	serine
WP_014143997.1.A2	azetidine-2-carboxylic acid
WP_015507661.1.A1	isoleucine
WP_015507661.1.A2	phenylalanine
WP_015507661.1.A3	leucine
WP_015507662.1.A1	isoleucine
WP_015507662.1.A2	leucine
WP_015507662.1.A3	valine
WP_015507662.1.A4	alanine
WP_015507662.1.A5	valine
WP_015507662.1.A6	alanine
WP_015507663.1.A1	tryptophan
WP_015507663.1.A2	leucine
WP_015507663.1.A3	valine
WP_015507663.1.A4	threonine
WP_016638466.1.A1	leucine|serine|valine
WP_016638469.1.A1	piperazic acid
WP_016638469.1.A2	serine|alanine
WP_016638470.1.A1	glycine
WP_016638470.1.A2	piperazic acid
WP_016638471.1.A1	alanine
WP_018540603.1.A1	serine
WP_018540607.1.A1	alanine
WP_018540607.1.A2	valine
WP_019032753.1.A1	glycine
WP_019032755.1.A1	glycine
WP_019032755.1.A2	serine
WP_019634550.1.A1	isoleucine
WP_028678148.1.A1	cysteine
WP_028678148.1.A2	norcoronamic acid
WP_028678149.1.A1	threonine
WP_028678149.1.A2	alanine
WP_030498974.1.A1	serine
WP_030498977.1.A1	3S-hydroxyasparagine
WP_032920652.1.A1	alanine
WP_039806850.1.A1	3-hydroxyaspartic acid
WP_039806850.1.A2	2,4-diaminobutyric acid
WP_039806852.1.A1	serine
WP_039806856.1.A2	serine
WP_041826607.1.A1	isoleucine
WP_041826607.1.A2	alanine
WP_041826607.1.A3	isoleucine
WP_041826607.1.A4	isoleucine
WP_041826607.1.A5	lysine
WP_043882190.1.A1	tryptophan
WP_043882190.1.A2	valine
WP_043882190.1.A3	phenylalanine
WP_043882190.1.A4	tyrosine
WP_043882190.1.A5	glutamic acid
WP_044617900.1.A1	glycine
WP_044618979.1.A1	phenylalanine
WP_044618979.1.A2	cysteine
WP_044618979.1.A3	cysteine
WP_047195042.1.A1	lysine
WP_047195042.1.A2	threonine
WP_047195042.1.A3	leucine
WP_047195042.1.A4	2,4-diaminobutyric acid
WP_047197778.1.A1	serine
WP_047197778.1.A2	glutamic acid
WP_047197778.1.A3	2,4-diaminobutyric acid
WP_047197779.1.A1	serine
WP_047197779.1.A2	threonine
WP_047197779.1.A3	asparagine
WP_047197779.1.A4	glycine
WP_047197779.1.A5	dehydrovaline|valine
WP_050383082.1.A1	leucine
WP_050383082.1.A2	threonine
WP_050383084.1.A1	alanine
WP_050383084.1.A2	alanine
WP_050383088.1.A1	leucine
WP_050383094.1.A1	leucine
WP_051206727.1.A1	phenylalanine
WP_051462298.1.A1	serine
WP_051462298.1.A2	proline
WP_051700105.1.A1	6-chloro-4-hydroxy-1-methyl-indole-3-carboxylic acid
WP_051700122.1.A1	2-methylserine
WP_052165466.1.A1	glycine
WP_052830344.1.A1	glycine
WP_053065269.1.A1	glycine
WP_053065269.1.A2	serine
WP_053065270.1.A1	glycine
WP_054234617.1.A1	tyrosine
WP_054234617.1.A2	tyrosine
WP_054234643.1.A1	phenylalanine
WP_054234643.1.A2	serine
WP_054234643.1.A3	glycine
WP_064118559.1.A1	leucine
WP_064118559.1.A2	serine
WP_064118559.1.A3	leucine
WP_064118559.1.A4	isoleucine
WP_064118559.1.A5	aspartic acid
WP_064118560.1.A1	threonine
WP_064118560.1.A2	leucine
WP_064118560.1.A3	leucine
WP_064118560.1.A4	serine
WP_064118561.1.A1	leucine
WP_064118561.1.A2	aspartic acid
WP_064118616.1.A1	proline|azetidine-2-carboxylic acid|pipecolic acid|4R-hydroxyproline|4-oxoproline
WP_067426775.1.A1	threonine
WP_067426775.1.A2	leucine
WP_069322367.1.A1	valine
WP_078586793.1.A1	phenylalanine
WP_078587912.1.A1	asparagine
WP_078587912.1.A2	histidine
WP_078620912.1.A1	3S-hydroxyleucine
WP_078857609.1.A1	6-chlorotryptophan
WP_078857610.1.A1	2-methylserine
WP_078857611.1.A1	lysine
WP_078889006.1.A1	proline
WP_079164394.1.A1	beta-alanine
WP_081656241.1.A1	2S-hydroxyisovaleric acid
WP_082191961.1.A1	phenyllactic acid
WP_082191961.1.A2	serine
WP_084702182.1.A1	N5-formyl-N5-hydroxyornithine
WP_084702182.1.A2	serine
WP_084702182.1.A3	N5-hydroxyornithine
WP_084702182.1.A4	serine
WP_084702182.1.A5	serine
WP_084702182.1.A6	N5-hydroxyornithine
WP_100939442.1.A1	leucine
WP_100939442.1.A2	leucine
WP_100939442.1.A3	glutamine
WP_100939443.1.A1	leucine
WP_100939443.1.A2	serine
WP_100939443.1.A3	isoleucine|valine
WP_100939443.1.A4	leucine
WP_100939443.1.A5	leucine
WP_107406787.1.A1	valine
WP_107406787.1.A2	aspartic acid|cysteic acid
WP_108867380.1.A1	alanine
WP_108867381.1.A1	isoleucine
WP_125938383.1.A1	tryptophan
WP_125938384.1.A1	4-hydroxyphenylglycine
WP_125938384.1.A2	3,5-dihydroxyphenylglycine
WP_125938384.1.A3	tyrosine
WP_125939455.1.A1	3,5-dihydroxyphenylglycine
WP_125939455.1.A2	3,5-dihydroxyphenylglycine
WP_125939455.1.A3	valine
WP_125939456.1.A1	3,5-dihydroxyphenylglycine
WP_125939457.1.A1	3,5-dihydroxyphenylglycine
WP_126900392.1.A1	4-hydroxyphenylglycine
WP_126900393.1.A1	4-hydroxyphenylglycine
WP_126900393.1.A2	tryptophan
WP_126902739.1.A1	4-hydroxyphenylglycine
WP_126902739.1.A2	4-hydroxyphenylglycine
WP_126902739.1.A3	tyrosine
WP_126902740.1.A1	4-hydroxyphenylglycine
WP_129549209.1.A1	isoleucine
WP_129549209.1.A2	isoleucine
WP_129549209.1.A3	serine
WP_129549303.1.A1	glycine
WP_129549303.1.A10	glutamic acid
WP_129549303.1.A2	2,4-diaminobutyric acid
WP_129549303.1.A3	glycine
WP_129549303.1.A4	serine
WP_129549303.1.A5	tryptophan
WP_129549303.1.A6	serine
WP_129549303.1.A7	2,4-diaminobutyric acid
WP_129549303.1.A8	2,4-diaminobutyric acid
WP_129549303.1.A9	isoleucine
WP_144411596.1.A1	N5-formyl-N5-hydroxyornithine
WP_234859471.1.A1	leucine
WP_234859471.1.A2	isoleucine
WP_234859471.1.A3	valine
WP_234859471.1.A4	arginine
WP_234859471.1.A5	alanine
WP_234859472.1.A1	valine
WP_234859472.1.A2	tryptophan
WP_234859472.1.A3	valine
WP_234859472.1.A4	leucine
WP_234859472.1.A5	valine
WXC56736.1.A1	alanine
WXC56736.1.A2	leucine
WXC56736.1.A3	allo-threonine
WXC56736.1.A4	proline
WXC56736.1.A5	leucine
WXH65811.1.A1	anthranilic acid
WXH65811.1.A2	alanine
WXH65811.1.A3	N-methylphenylalanine|N-methyltyrosine
WXH65811.1.A4	leucine
WXH65811.1.A5	N-methyltyrosine|N-methylphenylalanine
WZI19543.1.A1	tryptophan
WZI19543.1.A2	proline
XDO56210.1.A1	valine
XDO56210.1.A2	valine|leucine|isoleucine
XDO56210.1.A3	proline
XDO56211.1.A1	alanine
XDO56211.1.A2	leucine
XDO56211.1.A3	proline
XJW06604.1.A1	histidine
XJW06604.1.A2	valine
XJW13335.1.A1	isoleucine
XJW13337.1.A1	tyrosine
XJW13345.1.A1	R-beta-phenylalanine
XPO86644.1.A2	kynurenine
XP_001217690.1.A1	benzoic acid
XP_001217690.1.A2	phenylalanine
XP_002373813.1.A1	leucine|isoleucine
XP_002379984.1.A1	tryptophan
XP_002379984.1.A2	tyrosine
XP_003044554.1.A1	phenylalanine
XP_003044554.1.A2	leucine
XP_003044554.1.A3	2S-hydroxyisocaproic acid
XP_003044554.1.A4	valine
XP_003044554.1.A5	leucine
XP_008043822.1.A1	cinnamic acid
XP_011325382.1.A1	4-aminobutyric acid
XP_011325838.1.A1	alanine
XP_011325838.1.A2	anthranilic acid
XP_011387303.1.A3	methylglutaconyl hydroxyornithine
XP_013953110.1.A14	leucine
XP_013953110.1.A15	2-aminoisobutyric acid
XP_013953110.1.A16	2-aminoisobutyric acid
XP_013953110.1.A17	glutamine
XP_013953110.1.A18	valinol
XP_013953110.1.A3	alanine
XP_013953110.1.A4	valine|leucine
XP_013953110.1.A7	2-aminoisobutyric acid|isovaline
XP_013953110.1.A9	2-aminoisobutyric acid
XP_020057667.1.A1	tryptophan
XP_020058100.1.A3	4R-hydroxyproline
XP_023427367.1.A1	serine
XP_024668732.1.A1	3-hydroxykynurenine
XP_660225.1.A3	valine
XP_748654.2.A1	fumaric acid
XP_748654.2.A2	alanine
